speaker,speech_len
ĐORĐE STANKOVIĆ,935
MARINA RAGUŠ,812
MIROSLAV ALEKSIĆ,122
MARINA RAGUŠ,584
MIROSLAV ALEKSIĆ,1670
MARINA RAGUŠ,48
SINIŠA MALI,2203
MARINA RAGUŠ,49
ALEKSANDAR MARTINOVIĆ,20666
MARINA RAGUŠ,273
PEĐA MITROVIĆ,577
MARINA RAGUŠ,358
PEĐA MITROVIĆ,6
MARINA RAGUŠ,37
ALEKSANDAR JOVANOVIĆ,1710
MARINA RAGUŠ,79
BILJANA ĐORĐEVIĆ,1169
MARINA RAGUŠ,96
PREDRAG MARSENIĆ,856
MARINA RAGUŠ,242
SRĐAN MILIVOJEVIĆ,1615
MARINA RAGUŠ,206
ALEKSANDAR MARTINOVIĆ,9037
ALEKSANDAR JOVANOVIĆ,74
MARINA RAGUŠ,422
ALEKSANDAR JOVANOVIĆ,830
MARINA RAGUŠ,192
DEJAN BULATOVIĆ,1708
MARINA RAGUŠ,72
BORKO STEFANOVIĆ,1322
MARINA RAGUŠ,414
SRĐAN MILIVOJEVIĆ,1700
MARINA RAGUŠ,83
PREDRAG MARSENIĆ,1539
MARINA RAGUŠ,33
ZDRAVKO PONOŠ,1242
MARINA RAGUŠ,147
DUŠAN BAJATOVIĆ,692
ALEKSANDAR JOVANOVIĆ,25
DUŠAN BAJATOVIĆ,35
MARINA RAGUŠ,258
DUŠAN BAJATOVIĆ,12087
MARINA RAGUŠ,64
BRANKO PAVLOVIĆ,47
MARINA RAGUŠ,9
BRANKO PAVLOVIĆ,1344
MARINA RAGUŠ,82
DUŠAN NIKEZIĆ,4523
MARINA RAGUŠ,307
DUŠAN NIKEZIĆ,7545
MARINA RAGUŠ,161
RADOSLAV MILOJIČIĆ,1476
MARINA RAGUŠ,136
DEJAN BULATOVIĆ,1571
MARINA RAGUŠ,247
JELENA MILOŠEVIĆ,1089
MARINA RAGUŠ,138
SINIŠA MALI,7054
MARINA RAGUŠ,29
SNEŽANA PAUNOVIĆ,181
ALEKSANDRA TOMIĆ,72
SNEŽANA PAUNOVIĆ,25
MARINIKA TEPIĆ,44
SNEŽANA PAUNOVIĆ,102
DUŠAN NIKEZIĆ,6
SNEŽANA PAUNOVIĆ,107
DUŠAN NIKEZIĆ,1211
SNEŽANA PAUNOVIĆ,103
SINIŠA MALI,1726
SNEŽANA PAUNOVIĆ,308
ALEKSANDRA TOMIĆ,9394
SNEŽANA PAUNOVIĆ,213
EDIN ĐERLEK,5162
SNEŽANA PAUNOVIĆ,44
DRAGAN JOVIĆ,2256
SNEŽANA PAUNOVIĆ,49
ZAGORKA ALEKSIĆ,2842
SNEŽANA PAUNOVIĆ,143
ANJA JEFIĆ BRANKOVIĆ,6167
SNEŽANA PAUNOVIĆ,47
NEBOJŠA NOVAKOVIĆ,4501
SNEŽANA PAUNOVIĆ,60
SLAVICA ĐUKIĆ DEJANOVIĆ,3304
SNEŽANA PAUNOVIĆ,50
MILICA ĐURĐEVIĆ STAMENKOVSKI,10676
SNEŽANA PAUNOVIĆ,885
ELVIRA KOVAČ,3680
SNEŽANA PAUNOVIĆ,87
PREDRAG MARSENIĆ,1008
SNEŽANA PAUNOVIĆ,659
MILICA ĐURĐEVIĆ STAMENKOVSKI,1494
SNEŽANA PAUNOVIĆ,49
ELVIRA KOVAČ,1692
SNEŽANA PAUNOVIĆ,46
STEFAN JANJIĆ,157
SNEŽANA PAUNOVIĆ,90
STEFAN JANJIĆ,4369
MARINA RAGUŠ,169
MILENKO JOVANOV,2168
MARINA RAGUŠ,54
ALEKSANDAR VULIN,5890
MARINA RAGUŠ,57
MILICA ĐURĐEVIĆ STAMENKOVSKI,1931
MARINA RAGUŠ,51
MILOŠ VUČEVIĆ,6576
MARINA RAGUŠ,123
STEFAN JANJIĆ,724
MARINA RAGUŠ,1533
MILOŠ VUČEVIĆ,2663
MARINA RAGUŠ,48
PEĐA MITROVIĆ,366
MARINA RAGUŠ,174
PEĐA MITROVIĆ,2
MARINA RAGUŠ,51
MILENKO JOVANOV,2337
MARINA RAGUŠ,80
SNEŽANA PAUNOVIĆ,1824
MARINA RAGUŠ,63
SRĐAN MILIVOJEVIĆ,2734
MARINA RAGUŠ,147
MILENKO JOVANOV,595
MARINA RAGUŠ,33
ALEKSANDAR VULIN,4180
MARINA RAGUŠ,69
HADŽI MILORAD STOŠIĆ,5804
ANA BRNABIĆ,82
HADŽI MILORAD STOŠIĆ,485
ANA BRNABIĆ,72
MARINA MIJATOVIĆ,4438
MARINA RAGUŠ,61
LIDIJA ŠARAC,4439
MARINA RAGUŠ,52
VLADIMIR ĐORĐEVIĆ,5915
MARINA RAGUŠ,73
SNEŽANA PAUNOVIĆ,6154
MARINA RAGUŠ,89
SINIŠA MALI,6452
MARINA RAGUŠ,42
MILOŠ VUČEVIĆ,4599
MARINA RAGUŠ,201
SNEŽANA PAUNOVIĆ,761
DRAGAN ĐILAS,6319
SNEŽANA PAUNOVIĆ,265
DEJAN BULATOVIĆ,1329
SNEŽANA PAUNOVIĆ,283
SRĐAN MILIVOJEVIĆ,10
SNEŽANA PAUNOVIĆ,103
SRĐAN MILIVOJEVIĆ,645
SNEŽANA PAUNOVIĆ,312
ALEKSANDAR JOVANOVIĆ,415
SNEŽANA PAUNOVIĆ,416
MILENKO JOVANOV,678
ALEKSANDAR JOVANOVIĆ,11
MILENKO JOVANOV,1656
SNEŽANA PAUNOVIĆ,43
ĐORĐE MILIĆEVIĆ,4116
SINIŠA MALI,7
ĐORĐE MILIĆEVIĆ,2656
DRAGANA RAKIĆ,19
ĐORĐE MILIĆEVIĆ,121
DRAGANA RAKIĆ,19
ĐORĐE MILIĆEVIĆ,19
SNEŽANA PAUNOVIĆ,275
ĐORĐE MILIĆEVIĆ,126
SNEŽANA PAUNOVIĆ,61
ALEKSANDAR VULIN,3772
SNEŽANA PAUNOVIĆ,138
SINIŠA MALI,5087
SNEŽANA PAUNOVIĆ,112
SRĐAN MILIVOJEVIĆ,1601
SNEŽANA PAUNOVIĆ,30
DRAGAN ĐILAS,1940
SNEŽANA PAUNOVIĆ,20
DRAGAN ĐILAS,83
SNEŽANA PAUNOVIĆ,6
DRAGAN ĐILAS,209
SNEŽANA PAUNOVIĆ,228
DRAGAN ĐILAS,29
SNEŽANA PAUNOVIĆ,58
DRAGAN ĐILAS,14
SNEŽANA PAUNOVIĆ,109
MILENKO JOVANOV,1931
SNEŽANA PAUNOVIĆ,66
SINIŠA MALI,1653
SNEŽANA PAUNOVIĆ,60
ALEKSANDAR VULIN,2055
SNEŽANA PAUNOVIĆ,41
DRAGAN ĐILAS,1719
SNEŽANA PAUNOVIĆ,47
ĐORĐE KOMLENSKI,907
SNEŽANA PAUNOVIĆ,388
ALEKSANDAR VULIN,1380
SNEŽANA PAUNOVIĆ,101
DRAGAN JOVANOVIĆ,8082
SNEŽANA PAUNOVIĆ,22
PAVLE GRBOVIĆ,4121
SNEŽANA PAUNOVIĆ,50
PAVLE GRBOVIĆ,114
SNEŽANA PAUNOVIĆ,34
RADOSLAV MILOJIČIĆ,5332
SNEŽANA PAUNOVIĆ,33
SRĐAN MILIVOJEVIĆ,8
SNEŽANA PAUNOVIĆ,111
PEĐA MITROVIĆ,82
SNEŽANA PAUNOVIĆ,31
PEĐA MITROVIĆ,302
SNEŽANA PAUNOVIĆ,82
RADOSLAV MILOJIČIĆ,989
SNEŽANA PAUNOVIĆ,151
ALEKSANDAR MARTINOVIĆ,5411
MARINA RAGUŠ,68
DRAGAN JOVANOVIĆ,1845
SNEŽANA PAUNOVIĆ,67
ALEKSANDAR MARTINOVIĆ,1612
SNEŽANA PAUNOVIĆ,80
GORAN PETKOVIĆ,1655
SNEŽANA PAUNOVIĆ,124
GORAN PETKOVIĆ,116
SNEŽANA PAUNOVIĆ,277
OLIVERA DENIĆ,4842
SNEŽANA PAUNOVIĆ,81
NENAD FILIPOVIĆ,2608
SNEŽANA PAUNOVIĆ,117
NENAD MITROVIĆ,2924
SNEŽANA PAUNOVIĆ,88
LIDIJA NAČIĆ,4829
SNEŽANA PAUNOVIĆ,80
VERICA MILANOVIĆ,3456
SNEŽANA PAUNOVIĆ,22
JOŽEF TOBIAŠ,3173
SNEŽANA PAUNOVIĆ,48
JOŽEF TOBIAŠ,317
SNEŽANA PAUNOVIĆ,58
RASTISLAV DINIĆ,3080
SNEŽANA PAUNOVIĆ,68
NATAŠA MILIĆ MILAŠ,4404
SNEŽANA PAUNOVIĆ,66
SLAĐANA MILETIĆ,5269
SNEŽANA PAUNOVIĆ,44
SLAĐANA MILETIĆ,233
SNEŽANA PAUNOVIĆ,65
DANE STANOJČIĆ,4978
SNEŽANA PAUNOVIĆ,77
MILOŠ PARANDILOVIĆ,2141
SNEŽANA PAUNOVIĆ,100
MILOŠ PARANDILOVIĆ,17
SNEŽANA PAUNOVIĆ,345
MILOŠ PARANDILOVIĆ,2092
SNEŽANA PAUNOVIĆ,88
DRAGAN NIKOLIĆ,1079
SNEŽANA PAUNOVIĆ,79
DRAGAN NIKOLIĆ,32
SNEŽANA PAUNOVIĆ,164
MARIJAN RISTIČEVIĆ,1374
SNEŽANA PAUNOVIĆ,33
ALEKSANDAR VULIN,1835
SNEŽANA PAUNOVIĆ,71
SRĐAN MILIVOJEVIĆ,445
SNEŽANA PAUNOVIĆ,1042
SRĐAN MILIVOJEVIĆ,7
SNEŽANA PAUNOVIĆ,145
ALEKSANDAR MIRKOVIĆ,4458
SNEŽANA PAUNOVIĆ,68
MILICA ĐURĐEVIĆ STAMENKOVSKI,5999
SNEŽANA PAUNOVIĆ,53
PEĐA MITROVIĆ,369
SNEŽANA PAUNOVIĆ,102
PEĐA MITROVIĆ,40
SNEŽANA PAUNOVIĆ,99
PEĐA MITROVIĆ,24
SNEŽANA PAUNOVIĆ,45
PEĐA MITROVIĆ,10
SNEŽANA PAUNOVIĆ,171
PEĐA MITROVIĆ,517
SNEŽANA PAUNOVIĆ,486
MILOŠ PARANDILOVIĆ,58
SNEŽANA PAUNOVIĆ,163
PEĐA MITROVIĆ,3241
SNEŽANA PAUNOVIĆ,84
NATAŠA JOVANOVIĆ,1637
SNEŽANA PAUNOVIĆ,162
ZDRAVKO MLADENOVIĆ,7114
SNEŽANA PAUNOVIĆ,52
ROBERT KOZMA,2419
SNEŽANA PAUNOVIĆ,63
MILOVAN DRECUN,8519
SNEŽANA PAUNOVIĆ,84
SINIŠA MALI,3462
SNEŽANA PAUNOVIĆ,57
MARINA RAGUŠ,80
PEĐA MITROVIĆ,499
SNEŽANA PAUNOVIĆ,46
SLAVICA RADOVANOVIĆ,2991
SNEŽANA PAUNOVIĆ,47
MARIJAN RISTIČEVIĆ,9369
SNEŽANA PAUNOVIĆ,60
DEJAN BULATOVIĆ,1158
SNEŽANA PAUNOVIĆ,153
BORKO STEFANOVIĆ,3343
SNEŽANA PAUNOVIĆ,106
MILENKO JOVANOV,1478
SNEŽANA PAUNOVIĆ,93
BORKO STEFANOVIĆ,8
SNEŽANA PAUNOVIĆ,13
ALEKSANDAR MARKOVIĆ,5107
SNEŽANA PAUNOVIĆ,61
BORKO STEFANOVIĆ,428
SNEŽANA PAUNOVIĆ,454
BORKO STEFANOVIĆ,1180
SNEŽANA PAUNOVIĆ,48
MILENKO JOVANOV,1101
SNEŽANA PAUNOVIĆ,59
MIRKA LUKIĆ ŠARKANOVIĆ,7076
SNEŽANA PAUNOVIĆ,61
UROŠ ĐOKIĆ,2257
RADOSLAV MILOJIČIĆ,51
UROŠ ĐOKIĆ,1217
SNEŽANA PAUNOVIĆ,69
JASMINA OBRADOVIĆ,3906
SNEŽANA PAUNOVIĆ,63
ALEKSANDAR IVANOVIĆ,2768
SNEŽANA PAUNOVIĆ,40
VESNA NEDOVIĆ,3736
SNEŽANA PAUNOVIĆ,45
EDIN NUMANOVIĆ,3166
SNEŽANA PAUNOVIĆ,75
EDIN NUMANOVIĆ,718
SNEŽANA PAUNOVIĆ,54
USAME ZUKORLIĆ,1398
MARINIKA TEPIĆ,35
USAME ZUKORLIĆ,788
SNEŽANA PAUNOVIĆ,162
AHMEDIN ŠKRIJELJ,3
SNEŽANA PAUNOVIĆ,32
AHMEDIN ŠKRIJELJ,89
SNEŽANA PAUNOVIĆ,61
AHMEDIN ŠKRIJELJ,11
SNEŽANA PAUNOVIĆ,14
AHMEDIN ŠKRIJELJ,323
SNEŽANA PAUNOVIĆ,346
NATAŠA JOVANOVIĆ,7203
SNEŽANA PAUNOVIĆ,60
BORISLAV ANTONIJEVIĆ,5573
SNEŽANA PAUNOVIĆ,333
ZDRAVKO PONOŠ,1334
SNEŽANA PAUNOVIĆ,147
ZDRAVKO PONOŠ,2189
SNEŽANA PAUNOVIĆ,108
MILENKO JOVANOV,1178
SNEŽANA PAUNOVIĆ,204
DANIJELA NESTOROVIĆ,5683
SNEŽANA PAUNOVIĆ,43
MARIJA JEVĐIĆ,6746
SNEŽANA PAUNOVIĆ,68
SRĐAN MILIVOJEVIĆ,3300
SNEŽANA PAUNOVIĆ,139
RADOSLAV MILOJIČIĆ,1615
SNEŽANA PAUNOVIĆ,136
SRĐAN MILIVOJEVIĆ,369
SNEŽANA PAUNOVIĆ,217
AKOŠ UJHELJI,3435
SNEŽANA PAUNOVIĆ,754
MITAR KOVAČ,2281
SNEŽANA PAUNOVIĆ,69
MITAR KOVAČ,243
SNEŽANA PAUNOVIĆ,46
BILJANA ĐORĐEVIĆ,3321
SNEŽANA PAUNOVIĆ,52
MIROSLAV ALEKSIĆ,3243
SNEŽANA PAUNOVIĆ,38
MILOLJUB ALBIJANIĆ,2357
SNEŽANA PAUNOVIĆ,108
ALEKSANDRA TOMIĆ,5817
SNEŽANA PAUNOVIĆ,44
ALEKSANDRA TOMIĆ,82
SNEŽANA PAUNOVIĆ,71
BORISLAV ANTONIJEVIĆ,4078
SNEŽANA PAUNOVIĆ,35
MILENKO JOVANOV,1457
SNEŽANA PAUNOVIĆ,51
BORKO STEFANOVIĆ,518
SNEŽANA PAUNOVIĆ,23
ALEKSANDAR VULIN,3929
DRAGANA RAKIĆ,30
ALEKSANDAR VULIN,3493
SNEŽANA PAUNOVIĆ,275
ANA BRNABIĆ,847
ALEKSANDAR JOVANOVIĆ,1339
ANA BRNABIĆ,2302
ALEKSANDAR JOVANOVIĆ,25
ANA BRNABIĆ,679
VERICA MILANOVIĆ,1642
ANA BRNABIĆ,95
BOGDAN RADOVANOVIĆ,4015
ANA BRNABIĆ,552
ALEKSANDAR PAVIĆ,1522
ANA BRNABIĆ,74
SLOBODAN NIKOLIĆ,3139
ANA BRNABIĆ,75
SLOBODAN NIKOLIĆ,89
ANA BRNABIĆ,99
MILA POPOVIĆ,4260
ANA BRNABIĆ,27
MILA POPOVIĆ,153
ANA BRNABIĆ,48
NEBOJŠA NOVAKOVIĆ,3612
ANA BRNABIĆ,534
LJUBINKO ĐURKOVIĆ,2244
ANA BRNABIĆ,815
ĐORĐE STANKOVIĆ,4577
ANA BRNABIĆ,46
MARKO ATLAGIĆ,3877
MARINA RAGUŠ,809
ĐORĐE STANKOVIĆ,1255
MARINA RAGUŠ,140
SRĐAN MILIVOJEVIĆ,6678
MARINA RAGUŠ,63
ĐORĐE KOMLENSKI,780
MARINA RAGUŠ,76
MARINA RAGUŠ,64
MARIJAN RISTIČEVIĆ,1350
MARINA RAGUŠ,486
MARIJAN RISTIČEVIĆ,3
MARINA RAGUŠ,68
MILENKO JOVANOV,369
MARINA RAGUŠ,722
MILENKO JOVANOV,1458
MARINA RAGUŠ,891
ZORAN LUTOVAC,177
MARINA RAGUŠ,247
ZORAN LUTOVAC,28
MARINA RAGUŠ,94
ZORAN LUTOVAC,937
MARINA RAGUŠ,220
ALEKSANDAR JOVANOVIĆ,1358
MARINA RAGUŠ,3009
MILENKO JOVANOV,371
SRĐAN MILIVOJEVIĆ,4
MILENKO JOVANOV,3021
MARINA RAGUŠ,172
SRĐAN MILIVOJEVIĆ,40
MARINA RAGUŠ,46
SRĐAN MILIVOJEVIĆ,8
MARINA RAGUŠ,24
SRĐAN MILIVOJEVIĆ,67
MARINA RAGUŠ,194
SRĐAN MILIVOJEVIĆ,795
MARINA RAGUŠ,330
MIROSLAV ALEKSIĆ,1745
MARINA RAGUŠ,483
MIROSLAV ALEKSIĆ,2471
MARINA RAGUŠ,42
MILENKO JOVANOV,1671
MARINA RAGUŠ,117
ALEKSANDAR VULIN,2062
MIROSLAV ALEKSIĆ,28
ALEKSANDAR VULIN,126
MARINA RAGUŠ,327
ALEKSANDAR VULIN,3727
MARINA RAGUŠ,304
ZDRAVKO PONOŠ,11610
MARINA RAGUŠ,796
MILENKO JOVANOV,1761
MARINA RAGUŠ,161
ALEKSANDAR JOVANOVIĆ,2849
MARINA RAGUŠ,1447
MILENKO JOVANOV,2076
MARINA RAGUŠ,97
ALEKSANDAR JOVANOVIĆ,623
MARINA RAGUŠ,69
MILENKO JOVANOV,84
MARINA RAGUŠ,135
SLAVICA RADOVANOVIĆ,2176
ANA BRNABIĆ,92
SLAVICA RADOVANOVIĆ,16
ANA BRNABIĆ,87
SLAVICA RADOVANOVIĆ,197
ANA BRNABIĆ,45
ĐORĐE KOMLENSKI,427
ANA BRNABIĆ,113
ZORAN LUTOVAC,395
ANA BRNABIĆ,87
ZORAN LUTOVAC,21
ANA BRNABIĆ,1136
MILICA ĐURĐEVIĆ STAMENKOVSKI,5444
ANA BRNABIĆ,64
BORKO STEFANOVIĆ,1185
ANA BRNABIĆ,42
BORKO STEFANOVIĆ,205
ANA BRNABIĆ,573
ZDRAVKO PONOŠ,60
ANA BRNABIĆ,117
ALEKSANDAR VULIN,2527
ANA BRNABIĆ,60
ZORAN LUTOVAC,763
ANA BRNABIĆ,427
ALEKSANDAR VULIN,669
ANA BRNABIĆ,28
ZORAN LUTOVAC,190
ANA BRNABIĆ,430
ZDRAVKO PONOŠ,708
ANA BRNABIĆ,430
BILJANA ĐORĐEVIĆ,7688
ANA BRNABIĆ,1045
ALEKSANDAR JOVANOVIĆ,1483
ANA BRNABIĆ,194
ZDRAVKO PONOŠ,803
ANA BRNABIĆ,446
ZDRAVKO PONOŠ,60
ANA BRNABIĆ,801
BILJANA ĐORĐEVIĆ,113
ANA BRNABIĆ,38
BILJANA ĐORĐEVIĆ,150
ANA BRNABIĆ,123
BILJANA ĐORĐEVIĆ,70
ANA BRNABIĆ,25
BILJANA ĐORĐEVIĆ,40
ANA BRNABIĆ,15
BILJANA ĐORĐEVIĆ,62
ANA BRNABIĆ,92
BILJANA ĐORĐEVIĆ,40
ANA BRNABIĆ,158
JELENA MILOŠEVIĆ,3046
ANA BRNABIĆ,156
GORAN PETROVIĆ,2238
ANA BRNABIĆ,45
DUŠAN NIKEZIĆ,4324
ANA BRNABIĆ,44
VEROLJUB ARSIĆ,6292
ANA BRNABIĆ,49
SINIŠA MALI,9333
ANA BRNABIĆ,61
DUŠAN NIKEZIĆ,1439
ANA BRNABIĆ,21
DUŠAN NIKEZIĆ,39
ANA BRNABIĆ,62
DUŠAN NIKEZIĆ,6
ANA BRNABIĆ,44
DUŠAN NIKEZIĆ,13
ANA BRNABIĆ,149
SINIŠA MALI,3181
ANA BRNABIĆ,206
DUŠAN NIKEZIĆ,45
ANA BRNABIĆ,30
ANA ERAKOVIĆ,39
ANA BRNABIĆ,57
DUŠAN NIKEZIĆ,1301
ANA BRNABIĆ,50
SINIŠA MALI,2655
ANA BRNABIĆ,42
ANA ERAKOVIĆ,1704
ANA BRNABIĆ,50
SRĐAN MILIVOJEVIĆ,2187
ANA BRNABIĆ,436
DALIBOR JEKIĆ,425
ANA BRNABIĆ,679
SRĐAN MILIVOJEVIĆ,674
ANA BRNABIĆ,89
UGLJEŠA MARKOVIĆ,984
ANA BRNABIĆ,392
ALEKSANDAR VULIN,2604
ANA BRNABIĆ,279
UROŠ ĐOKIĆ,2937
ANA BRNABIĆ,89
MILOŠ PARANDILOVIĆ,3434
ANA BRNABIĆ,1156
IVANA ROKVIĆ,1973
ANA BRNABIĆ,97
ANA JAKOVLJEVIĆ,3704
ANA BRNABIĆ,53
SINIŠA MALI,4089
ANA BRNABIĆ,10
ANA JAKOVLJEVIĆ,8
ANA BRNABIĆ,96
ANA JAKOVLJEVIĆ,785
ANA BRNABIĆ,27
SINIŠA MALI,1170
ANA BRNABIĆ,123
MIROSLAV ALEKSIĆ,6549
ANA BRNABIĆ,24
NEVENA ĐURIĆ,1120
ANA BRNABIĆ,10
ALEKSANDAR MARTINOVIĆ,14472
ANA BRNABIĆ,311
ANA BRNABIĆ,457
ŽIVOTA STARČEVIĆ,2433
ANA BRNABIĆ,51
JELENA ŽARIĆ KOVAČEVIĆ,14621
ANA BRNABIĆ,178
ZLATIBOR LONČAR,6097
ANA BRNABIĆ,61
ŽIVOTA STARČEVIĆ,1927
ANA BRNABIĆ,30
ĐORĐE MILIĆEVIĆ,8647
ANA BRNABIĆ,39
TATJANA MACURA,4150
ANA BRNABIĆ,63
ŽIVOTA STARČEVIĆ,1474
ANA BRNABIĆ,67
ALEKSANDAR JOVANOVIĆ,2362
ANA BRNABIĆ,103
ZLATIBOR LONČAR,1493
ANA BRNABIĆ,53
ADRIJANA MESAROVIĆ,1361
ANA BRNABIĆ,54
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,1847
ALEKSANDAR JOVANOVIĆ,11
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,1729
ANA BRNABIĆ,33
GORAN VESIĆ,8619
ANA BRNABIĆ,41
ALEKSANDAR MARTINOVIĆ,5914
ANA BRNABIĆ,83
ALEKSANDAR JOVANOVIĆ,10
ANA BRNABIĆ,434
ALEKSANDAR MARTINOVIĆ,900
ALEKSANDAR JOVANOVIĆ,41
ALEKSANDAR MARTINOVIĆ,1461
SLAVICA RADOVANOVIĆ,41
ALEKSANDAR MARTINOVIĆ,246
ANA BRNABIĆ,81
ALEKSANDAR MARTINOVIĆ,22
ANA BRNABIĆ,698
SLAVICA RADOVANOVIĆ,25
ANA JAKOVLJEVIĆ,15
ANA BRNABIĆ,549
ALEKSANDAR MARTINOVIĆ,1016
ANA JAKOVLJEVIĆ,37
ALEKSANDAR MARTINOVIĆ,615
ANA BRNABIĆ,137
ALEKSANDAR MARTINOVIĆ,1074
ANA BRNABIĆ,110
ALEKSANDAR JOVANOVIĆ,2043
ANA BRNABIĆ,138
ALEKSANDAR JOVANOVIĆ,151
ANA BRNABIĆ,64
ALEKSANDAR JOVANOVIĆ,706
ANA BRNABIĆ,295
ALEKSANDAR JOVANOVIĆ,46
ANA BRNABIĆ,1092
ZLATIBOR LONČAR,929
ALEKSANDAR JOVANOVIĆ,37
ZLATIBOR LONČAR,327
ALEKSANDAR JOVANOVIĆ,65
ZLATIBOR LONČAR,134
ALEKSANDAR JOVANOVIĆ,57
ZLATIBOR LONČAR,966
ANA BRNABIĆ,37
GORAN VESIĆ,3219
ANA BRNABIĆ,62
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,3292
ANA BRNABIĆ,53
ADRIJANA MESAROVIĆ,2699
ANA BRNABIĆ,130
ŽARKO RISTIĆ,857
ANA BRNABIĆ,314
ŽARKO RISTIĆ,381
ANA BRNABIĆ,11
ŽARKO RISTIĆ,3
ANA BRNABIĆ,4445
ANA BRNABIĆ,74
BRANIMIR JOVANOVIĆ,2414
ANA BRNABIĆ,57
JELENA ŽARIĆ KOVAČEVIĆ,4376
ANA BRNABIĆ,36
GORAN VESIĆ,8234
ELVIRA KOVAČ,163
BRANIMIR JOVANOVIĆ,1352
ELVIRA KOVAČ,38
GORAN VESIĆ,5683
ANA BRNABIĆ,65
BRANIMIR JOVANOVIĆ,664
ANA BRNABIĆ,326
EMEŠE URI,2067
ANA BRNABIĆ,33
ZLATIBOR LONČAR,2177
ANA BRNABIĆ,36
EMEŠE URI,1416
ANA BRNABIĆ,27
ZLATIBOR LONČAR,3229
ANA BRNABIĆ,145
EMEŠE URI,844
ANA BRNABIĆ,1534
ANA BRNABIĆ,1325
DRAGAN NINKOVIĆ,1907
ANA BRNABIĆ,124
RASTISLAV DINIĆ,1611
ANA BRNABIĆ,338
BORKO STEFANOVIĆ,2504
ANA BRNABIĆ,406
SLAVICA RADOVANOVIĆ,2618
ANA BRNABIĆ,131
ALEKSANDAR VULIN,2733
ANA BRNABIĆ,29
MAJA POPOVIĆ,1365
SLAVICA RADOVANOVIĆ,20
MAJA POPOVIĆ,676
SLAVICA RADOVANOVIĆ,31
MAJA POPOVIĆ,157
ANA BRNABIĆ,266
ZORAN LUTOVAC,2034
ANA BRNABIĆ,36
NENAD MITROVIĆ,108
ANA BRNABIĆ,276
NENAD MITROVIĆ,1233
ANA BRNABIĆ,347
DEJAN ŠULKIĆ,11080
ANA BRNABIĆ,43
SLAVICA ĐUKIĆ DEJANOVIĆ,912
ANA BRNABIĆ,36
PREDRAG MARSENIĆ,6710
ANA BRNABIĆ,1707
ALEKSANDAR MARTINOVIĆ,2401
ANA BRNABIĆ,10
PREDRAG MARSENIĆ,1630
ANA BRNABIĆ,507
ĐORĐO ĐORĐIĆ,1792
ANA BRNABIĆ,55
DUŠAN NIKEZIĆ,2483
ANA BRNABIĆ,28
ALEKSANDAR MARTINOVIĆ,206
DUŠAN NIKEZIĆ,19
ALEKSANDAR MARTINOVIĆ,2267
ANA BRNABIĆ,23
DUŠAN NIKEZIĆ,1603
ANA BRNABIĆ,37
SRĐAN MILIVOJEVIĆ,1575
ANA BRNABIĆ,44
ALEKSANDAR JOVANOVIĆ,1026
ANA BRNABIĆ,447
MILENKO JOVANOV,1315
ANA BRNABIĆ,35
ALEKSANDAR MARTINOVIĆ,1958
ANA BRNABIĆ,92
MARIJAN RISTIČEVIĆ,3742
ANA BRNABIĆ,31
ZORAN LUTOVAC,267
ANA BRNABIĆ,403
SRĐAN MILIVOJEVIĆ,1392
ANA BRNABIĆ,90
SLOBODAN ILIĆ,4923
ANA BRNABIĆ,250
MARIJAN RISTIČEVIĆ,3887
ANA BRNABIĆ,38
ALEKSANDAR MARTINOVIĆ,3895
ANA BRNABIĆ,54
ZORAN LUTOVAC,405
ANA BRNABIĆ,591
ZORAN LUTOVAC,47
ANA BRNABIĆ,32
ZORAN LUTOVAC,120
ANA BRNABIĆ,231
SLOBODAN ILIĆ,1079
ANA BRNABIĆ,494
MIROSLAV ALEKSIĆ,3678
ANA BRNABIĆ,16
MILENKO JOVANOV,1669
ANA JAKOVLJEVIĆ,38
MILENKO JOVANOV,747
ANA BRNABIĆ,538
ALEKSANDAR JOVANOVIĆ,2319
ANA BRNABIĆ,37
ALEKSANDAR JOVANOVIĆ,18
ANA BRNABIĆ,78
ALEKSANDAR JOVANOVIĆ,414
ANA BRNABIĆ,2773
MILENKO JOVANOV,1803
ANA BRNABIĆ,39
ZORAN LUTOVAC,203
ANA BRNABIĆ,765
ALEKSANDAR JOVANOVIĆ,610
ANA BRNABIĆ,168
ALEKSANDAR JOVANOVIĆ,294
ANA BRNABIĆ,706
SRĐAN MILIVOJEVIĆ,2298
SNEŽANA PAUNOVIĆ,45
MILENKO JOVANOV,1602
SNEŽANA PAUNOVIĆ,81
BORKO STEFANOVIĆ,1025
SNEŽANA PAUNOVIĆ,195
FILIP TATALOVIĆ,389
SNEŽANA PAUNOVIĆ,57
FILIP TATALOVIĆ,39
SNEŽANA PAUNOVIĆ,140
RADOSLAV MILOJIČIĆ,3608
SNEŽANA PAUNOVIĆ,44
BORKO STEFANOVIĆ,1224
SNEŽANA PAUNOVIĆ,94
BORKO STEFANOVIĆ,19
SNEŽANA PAUNOVIĆ,337
BORKO STEFANOVIĆ,3
SNEŽANA PAUNOVIĆ,40
SLAVICA RADOVANOVIĆ,759
SNEŽANA PAUNOVIĆ,140
